"original_name","processed_name"
"コレクチム軟膏０．５％","これくちむ軟膏０．５％"
"コレチメント錠９ｍｇ","これちめんと錠９ｍｇ"
"コレバインミニ８３％","こればいんみに８３％"
"コレバイン錠５００ｍｇ","こればいん錠５００ｍｇ"
"コレミナール細粒１％","これみなーる細粒１％"
"コレミナール錠４ｍｇ","これみなーる錠４ｍｇ"
"コロネル細粒８３．３％","ころねる細粒８３．３％"
"コロネル錠５００ｍｇ","ころねる錠５００ｍｇ"
"コロンフォート内用懸濁液２５％","ころんふぉーと内用懸濁液２５％"
"コンコエイト-ＨＴ","こんこえいと-ｈｔ"
"コンサータ錠１８ｍｇ","こんさーた錠１８ｍｇ"
"コンサータ錠２７ｍｇ","こんさーた錠２７ｍｇ"
"コンサータ錠３６ｍｇ","こんさーた錠３６ｍｇ"
"コンスタン０．４ｍｇ錠","こんすたん０．４ｍｇ錠"
"コンスタン０．８ｍｇ錠","こんすたん０．８ｍｇ錠"
"コンズランゴ流エキス","こんずらんご流えきす"
"コントミン筋注１０ｍｇ","こんとみん筋注１０ｍｇ"
"コントミン筋注２５ｍｇ","こんとみん筋注２５ｍｇ"
"コントミン筋注５０ｍｇ","こんとみん筋注５０ｍｇ"
"コントミン糖衣錠１００ｍｇ","こんとみん糖衣錠１００ｍｇ"
"コントミン糖衣錠１２．５ｍｇ","こんとみん糖衣錠１２．５ｍｇ"
"コントミン糖衣錠２５ｍｇ","こんとみん糖衣錠２５ｍｇ"
"コントミン糖衣錠５０ｍｇ","こんとみん糖衣錠５０ｍｇ"
"コントール散１％","こんとーる散１％"
"コントール散１０％","こんとーる散１０％"
"コンドロイチン点眼液１％","こんどろいちん点眼液１％"
"コンドロイチン点眼液３％","こんどろいちん点眼液３％"
"コンドロイチン硫酸ナトリウム注射液２００ｍｇ","こんどろいちん硫酸なとりうむ注射液２００ｍｇ"
"コンドロイチンＺ錠","こんどろいちんｚ錠"
"コンバントリンドライシロップ１００ｍｇ","こんばんとりんどらいしろっぷ１００ｍｇ"
"コンバントリン錠１００ｍｇ","こんばんとりん錠１００ｍｇ"
"コンビビル配合錠","こんびびる配合錠"
"コンファクトＦ静注用１０００単位","こんふぁくとｆ静注用１０００単位"
"コンファクトＦ静注用２５０単位","こんふぁくとｆ静注用２５０単位"
"コンファクトＦ静注用５００単位","こんふぁくとｆ静注用５００単位"
"コンプラビン配合錠","こんぷらびん配合錠"
"コンベッククリーム５％","こんべっくくりーむ５％"
"コンベック軟膏５％","こんべっく軟膏５％"
"コートリル錠１０ｍｇ","こーとりる錠１０ｍｇ"
"コートロシン注射用０．２５ｍｇ","こーとろしん注射用０．２５ｍｇ"
"コートロシンＺ筋注０．５ｍｇ","こーとろしんｚ筋注０．５ｍｇ"
"コートン錠２５ｍｇ","こーとん錠２５ｍｇ"
"コールタイジン点鼻液","こーるたいじん点鼻液"
"ゴシツダイコーＭ","ごしつだいこーｍ"
"ゴシュユダイコーＭ","ごしゅゆだいこーｍ"
"ゴナックス皮下注用１２０ｍｇ","ごなっくす皮下注用１２０ｍｇ"
"ゴナックス皮下注用２４０ｍｇ","ごなっくす皮下注用２４０ｍｇ"
"ゴナックス皮下注用８０ｍｇ","ごなっくす皮下注用８０ｍｇ"
"ゴナトロピン注用５０００単位","ごなとろぴん注用５０００単位"
"ゴナトロピン筋注用１０００単位","ごなとろぴん筋注用１０００単位"
"ゴナトロピン筋注用３０００単位","ごなとろぴん筋注用３０００単位"
"ゴナールエフ皮下注ペン１５０","ごなーるえふ皮下注ぺん１５０"
"ゴナールエフ皮下注ペン３００","ごなーるえふ皮下注ぺん３００"
"ゴナールエフ皮下注ペン４５０","ごなーるえふ皮下注ぺん４５０"
"ゴナールエフ皮下注ペン９００","ごなーるえふ皮下注ぺん９００"
"ゴナールエフ皮下注用１５０","ごなーるえふ皮下注用１５０"
"ゴナールエフ皮下注用７５","ごなーるえふ皮下注用７５"
"ゴマ油","ごま油"
"ゴミシダイコーＭ","ごみしだいこーｍ"
"ゴービック水性懸濁注シリンジ","ごーびっく水性懸濁注しりんじ"
"サアミオン散１％","さあみおん散１％"
"サアミオン錠５ｍｇ","さあみおん錠５ｍｇ"
"サイクロセリンカプセル２５０ｍｇ","さいくろせりんかぷせる２５０ｍｇ"
"サイコダイコーＭ","さいこだいこーｍ"
"サイシンダイコーＭ","さいしんだいこーｍ"
"サイスタダン原末","さいすただん原末"
"サイトテック錠１００","さいとてっく錠１００"
"サイトテック錠２００","さいとてっく錠２００"
"サイバインコ錠１００ｍｇ","さいばいんこ錠１００ｍｇ"
"サイバインコ錠２００ｍｇ","さいばいんこ錠２００ｍｇ"
"サイバインコ錠５０ｍｇ","さいばいんこ錠５０ｍｇ"
"サイビスクディスポ関節注２ｍＬ","さいびすくでぃすぽ関節注２ｍｌ"
"サイプレジン１％点眼液","さいぷれじん１％点眼液"
"サイモグロブリン点滴静注用２５ｍｇ","さいもぐろぶりん点滴静注用２５ｍｇ"
"サイラムザ点滴静注液１００ｍｇ","さいらむざ点滴静注液１００ｍｇ"
"サイラムザ点滴静注液５００ｍｇ","さいらむざ点滴静注液５００ｍｇ"
"サイレース錠１ｍｇ","さいれーす錠１ｍｇ"
"サイレース錠２ｍｇ","さいれーす錠２ｍｇ"
"サイレース静注２ｍｇ","さいれーす静注２ｍｇ"
"サインバルタカプセル２０ｍｇ","さいんばるたかぷせる２０ｍｇ"
"サインバルタカプセル３０ｍｇ","さいんばるたかぷせる３０ｍｇ"
"サクコルチン配合錠","さくこるちん配合錠"
"サチュロ錠１００ｍｇ","さちゅろ錠１００ｍｇ"
"サッカリンナトリウム","さっかりんなとりうむ"
"サッカリンナトリウム水和物","さっかりんなとりうむ水和物"
"サテニジン液０．０５","さてにじん液０．０５"
"サテニジン液０．１","さてにじん液０．１"
"サテニジン液０．２","さてにじん液０．２"
"サテニジン液０．５","さてにじん液０．５"
"サテニジン液１０","さてにじん液１０"
"サデルガカプセル１００ｍｇ","さでるがかぷせる１００ｍｇ"
"サノレックス錠０．５ｍｇ","さのれっくす錠０．５ｍｇ"
"サビーン点滴静注用５００ｍｇ","さびーん点滴静注用５００ｍｇ"
"サフネロー点滴静注３００ｍｇ","さふねろー点滴静注３００ｍｇ"
"サフランダイコーＭ","さふらんだいこーｍ"
"サフラン鈴","さふらん鈴"
"サブパック血液ろ過用補充液-Ｂｉ","さぶぱっく血液ろ過用補充液-ｂｉ"
"サブラッド血液ろ過用補充液ＢＳＧ","さぶらっど血液ろ過用補充液ｂｓｇ"
"サブリル散分包５００ｍｇ","さぶりる散分包５００ｍｇ"
"サホライド・ＲＣ液歯科用３．８％","さほらいど・ｒｃ液歯科用３．８％"
"サホライド液歯科用３８％","さほらいど液歯科用３８％"
"サムスカ顆粒１％","さむすか顆粒１％"
"サムスカＯＤ錠１５ｍｇ","さむすかｏｄ錠１５ｍｇ"
"サムスカＯＤ錠３０ｍｇ","さむすかｏｄ錠３０ｍｇ"
"サムスカＯＤ錠７．５ｍｇ","さむすかｏｄ錠７．５ｍｇ"
"サムタス点滴静注用１６ｍｇ","さむたす点滴静注用１６ｍｇ"
"サムタス点滴静注用８ｍｇ","さむたす点滴静注用８ｍｇ"
"サムチレール内用懸濁液１５％","さむちれーる内用懸濁液１５％"
"サム点滴静注セット","さむ点滴静注せっと"
"サラザック配合顆粒","さらざっく配合顆粒"
"サラシミツロウ","さらしみつろう"
"サラジェン錠５ｍｇ","さらじぇん錠５ｍｇ"
"サラジェン顆粒０．５％","さらじぇん顆粒０．５％"
"サラゾスルファピリジン腸溶錠２５０ｍｇ","さらぞするふぁぴりじん腸溶錠２５０ｍｇ"
"サラゾスルファピリジン腸溶錠５００ｍｇ","さらぞするふぁぴりじん腸溶錠５００ｍｇ"
"サラゾスルファピリジン錠５００ｍｇ","さらぞするふぁぴりじん錠５００ｍｇ"
"サラゾピリン坐剤５００ｍｇ","さらぞぴりん坐剤５００ｍｇ"
"サラゾピリン錠５００ｍｇ","さらぞぴりん錠５００ｍｇ"
"サラヤ塩化ベンザルコニウム１０％液","さらや塩化べんざるこにうむ１０％液"
"サラヤ消毒用エタノール","さらや消毒用えたのーる"
"サリグレンカプセル３０ｍｇ","さりぐれんかぷせる３０ｍｇ"
"サリチル酸","さりちる酸"
"サリチル酸ナトリウム静注０．５ｇ","さりちる酸なとりうむ静注０．５ｇ"
"サリチル酸メチル","さりちる酸めちる"
"サリチル酸Ｎａ静注０．５ｇ","さりちる酸ｎａ静注０．５ｇ"
"サリパラ液","さりぱら液"
"サリベートエアゾール","さりべーとえあぞーる"
"サルグマリン吸入用２５０μｇ","さるぐまりん吸入用２５０μｇ"
"サルコートカプセル外用５０μｇ","さるこーとかぷせる外用５０μｇ"
"サルタノールインヘラー１００μｇ","さるたのーるいんへらー１００μｇ"
"サルブタモール錠２ｍｇ","さるぶたもーる錠２ｍｇ"
"サルプレップ配合内用液","さるぷれっぷ配合内用液"
"サルポグレラート塩酸塩錠１００ｍｇ","さるぽぐれらーと塩酸塩錠１００ｍｇ"
"サルポグレラート塩酸塩錠５０ｍｇ","さるぽぐれらーと塩酸塩錠５０ｍｇ"
"サレックスクリーム０．０５％","されっくすくりーむ０．０５％"
"サレックス軟膏０．０５％","されっくす軟膏０．０５％"
"サレドカプセル１００","されどかぷせる１００"
"サレドカプセル２５","されどかぷせる２５"
"サレドカプセル５０","されどかぷせる５０"
"サワシリンカプセル１２５","さわしりんかぷせる１２５"
"サワシリンカプセル２５０","さわしりんかぷせる２５０"
"サワシリン細粒１０％","さわしりん細粒１０％"
"サワシリン錠２５０","さわしりん錠２５０"
"サンコバ点眼液０．０２％","さんこば点眼液０．０２％"
"サンシシダイコーＭ","さんししだいこーｍ"
"サンシュユダイコーＭ","さんしゅゆだいこーｍ"
"サンショウダイコーＭ","さんしょうだいこーｍ"
"サンテゾーン点眼液（０．０２％）","さんてぞーん点眼液（０．０２％）"
"サンテゾーン点眼液（０．１％）","さんてぞーん点眼液（０．１％）"
"サンテゾーン０．０５％眼軟膏","さんてぞーん０．０５％眼軟膏"
"サンディミュン内用液１０％","さんでぃみゅん内用液１０％"
"サンディミュン点滴静注用２５０ｍｇ","さんでぃみゅん点滴静注用２５０ｍｇ"
"サンドスタチン皮下注用１００μｇ","さんどすたちん皮下注用１００μｇ"
"サンドスタチン皮下注用５０μｇ","さんどすたちん皮下注用５０μｇ"
"サンドスタチンＬＡＲ筋注用キット１０ｍｇ","さんどすたちんｌａｒ筋注用きっと１０ｍｇ"
"サンドスタチンＬＡＲ筋注用キット２０ｍｇ","さんどすたちんｌａｒ筋注用きっと２０ｍｇ"
"サンドスタチンＬＡＲ筋注用キット３０ｍｇ","さんどすたちんｌａｒ筋注用きっと３０ｍｇ"
"サンドールＰ点眼液","さんどーるｐ点眼液"
"サンピロ点眼液０．５％","さんぴろ点眼液０．５％"
"サンピロ点眼液１％","さんぴろ点眼液１％"
"サンピロ点眼液２％","さんぴろ点眼液２％"
"サンピロ点眼液３％","さんぴろ点眼液３％"
"サンピロ点眼液４％","さんぴろ点眼液４％"
"サンベタゾン眼耳鼻科用液０．１％","さんべたぞん眼耳鼻科用液０．１％"
"サンヤクダイコーＭ","さんやくだいこーｍ"
"サンラビン点滴静注用１５０ｍｇ","さんらびん点滴静注用１５０ｍｇ"
"サンラビン点滴静注用２００ｍｇ","さんらびん点滴静注用２００ｍｇ"
"サンラビン点滴静注用２５０ｍｇ","さんらびん点滴静注用２５０ｍｇ"
"サンリズムカプセル２５ｍｇ","さんりずむかぷせる２５ｍｇ"
"サンリズムカプセル５０ｍｇ","さんりずむかぷせる５０ｍｇ"
"サンリズム注射液５０","さんりずむ注射液５０"
"サヴィオゾール輸液","さゔぃおぞーる輸液"
"サークリサ点滴静注１００ｍｇ","さーくりさ点滴静注１００ｍｇ"
"サークリサ点滴静注５００ｍｇ","さーくりさ点滴静注５００ｍｇ"
"サージカルパック口腔用","さーじかるぱっく口腔用"
"サージセル・アブソーバブル・ヘモスタット","さーじせる・あぶそーばぶる・へもすたっと"
"サーティカン錠０．２５ｍｇ","さーてぃかん錠０．２５ｍｇ"
"サーティカン錠０．５ｍｇ","さーてぃかん錠０．５ｍｇ"
"サーティカン錠０．７５ｍｇ","さーてぃかん錠０．７５ｍｇ"
"サーバリックス","さーばりっくす"
"サーファクテン気管注入用１２０ｍｇ","さーふぁくてん気管注入用１２０ｍｇ"
"ザイアジェン錠３００ｍｇ","ざいあじぇん錠３００ｍｇ"
"ザイザルシロップ０．０５％","ざいざるしろっぷ０．０５％"
"ザイザル錠５ｍｇ","ざいざる錠５ｍｇ"
"ザイティガ錠２５０ｍｇ","ざいてぃが錠２５０ｍｇ"
"ザイティガ錠５００ｍｇ","ざいてぃが錠５００ｍｇ"
"ザイボックス注射液６００ｍｇ","ざいぼっくす注射液６００ｍｇ"
"ザイボックス錠６００ｍｇ","ざいぼっくす錠６００ｍｇ"
"ザイロリック錠１００","ざいろりっく錠１００"
"ザイロリック錠５０","ざいろりっく錠５０"
"ザガーロカプセル０．１ｍｇ","ざがーろかぷせる０．１ｍｇ"
"ザガーロカプセル０．５ｍｇ","ざがーろかぷせる０．５ｍｇ"
"ザクラス配合錠ＨＤ","ざくらす配合錠ｈｄ"
"ザクラス配合錠ＬＤ","ざくらす配合錠ｌｄ"
"ザジテンカプセル１ｍｇ","ざじてんかぷせる１ｍｇ"
"ザジテンシロップ０．０２％","ざじてんしろっぷ０．０２％"
"ザジテンドライシロップ０．１％","ざじてんどらいしろっぷ０．１％"
"ザジテン点眼液０．０５％","ざじてん点眼液０．０５％"
"ザジテン点鼻液０．０５％","ざじてん点鼻液０．０５％"
"ザノサー点滴静注用１ｇ","ざのさー点滴静注用１ｇ"
"ザバクサ配合点滴静注用","ざばくさ配合点滴静注用"
"ザファテック錠１００ｍｇ","ざふぁてっく錠１００ｍｇ"
"ザファテック錠２５ｍｇ","ざふぁてっく錠２５ｍｇ"
"ザファテック錠５０ｍｇ","ざふぁてっく錠５０ｍｇ"
"ザラカム配合点眼液","ざらかむ配合点眼液"
"ザルコニン液０．０１","ざるこにん液０．０１"
"ザルコニン液０．０２","ざるこにん液０．０２"
"ザルコニン液０．０２５","ざるこにん液０．０２５"
"ザルコニン液０．０５","ざるこにん液０．０５"
"ザルコニン液０．１","ざるこにん液０．１"
"ザルコニン液０．２","ざるこにん液０．２"
"ザルコニン液１０","ざるこにん液１０"
"ザルコニン０．０２５％綿棒１２","ざるこにん０．０２５％綿棒１２"
"ザルコニン０．０２５％綿棒１６","ざるこにん０．０２５％綿棒１６"
"ザルコニン０．０２５％綿球１４","ざるこにん０．０２５％綿球１４"
"ザルコニン０．０２５％綿球２０","ざるこにん０．０２５％綿球２０"
"ザルコニンＡ液０．１","ざるこにんａ液０．１"
"ザルコニンＧ消毒液１０","ざるこにんｇ消毒液１０"
"ザルコニンＮ消毒液０．１","ざるこにんｎ消毒液０．１"
"ザルコラブ","ざるこらぶ"
"ザルソロイチン静注１０ｍＬ","ざるそろいちん静注１０ｍｌ"
"ザルソロイチン静注２０ｍＬ","ざるそろいちん静注２０ｍｌ"
"ザルチロン注","ざるちろん注"
"ザルティア錠２．５ｍｇ","ざるてぃあ錠２．５ｍｇ"
"ザルティア錠５ｍｇ","ざるてぃあ錠５ｍｇ"
"ザルトプロフェン錠８０ｍｇ","ざるとぷろふぇん錠８０ｍｇ"
"ザルトラップ点滴静注１００ｍｇ","ざるとらっぷ点滴静注１００ｍｇ"
"ザルトラップ点滴静注２００ｍｇ","ざるとらっぷ点滴静注２００ｍｇ"
"ザロンチンシロップ５％","ざろんちんしろっぷ５％"
"ザーコリカプセル２００ｍｇ","ざーこりかぷせる２００ｍｇ"
"ザーコリカプセル２５０ｍｇ","ざーこりかぷせる２５０ｍｇ"
"ザーネ軟膏０．５％","ざーね軟膏０．５％"
"シアナマイド内用液１％","しあなまいど内用液１％"
"シアノキット注射用５ｇセット","しあのきっと注射用５ｇせっと"
"シアノコバラミン注射液１，０００μｇ","しあのこばらみん注射液１，０００μｇ"
"シアノコバラミン注射液１ｍｇ","しあのこばらみん注射液１ｍｇ"
"シアノコバラミン注１０００μｇ","しあのこばらみん注１０００μｇ"
"シアノコバラミン点眼液０．０２％","しあのこばらみん点眼液０．０２％"
"シアリス錠１０ｍｇ","しありす錠１０ｍｇ"
"シアリス錠２０ｍｇ","しありす錠２０ｍｇ"
"シアリス錠５ｍｇ","しありす錠５ｍｇ"
"シェルガン０．５眼粘弾剤","しぇるがん０．５眼粘弾剤"
"シオゾール注１０ｍｇ","しおぞーる注１０ｍｇ"
"シオゾール注２５ｍｇ","しおぞーる注２５ｍｇ"
"シオマリン静注用１ｇ","しおまりん静注用１ｇ"
"シクレスト舌下錠１０ｍｇ","しくれすと舌下錠１０ｍｇ"
"シクレスト舌下錠５ｍｇ","しくれすと舌下錠５ｍｇ"
"シクロスポリンカプセル１０ｍｇ","しくろすぽりんかぷせる１０ｍｇ"
"シクロスポリンカプセル２５ｍｇ","しくろすぽりんかぷせる２５ｍｇ"
"シクロスポリンカプセル５０ｍｇ","しくろすぽりんかぷせる５０ｍｇ"
"シクロスポリン細粒１７％","しくろすぽりん細粒１７％"
"シグニフォーＬＡＲ筋注用キット１０ｍｇ","しぐにふぉーｌａｒ筋注用きっと１０ｍｇ"
"シグニフォーＬＡＲ筋注用キット２０ｍｇ","しぐにふぉーｌａｒ筋注用きっと２０ｍｇ"
"シグニフォーＬＡＲ筋注用キット３０ｍｇ","しぐにふぉーｌａｒ筋注用きっと３０ｍｇ"
"シグニフォーＬＡＲ筋注用キット４０ｍｇ","しぐにふぉーｌａｒ筋注用きっと４０ｍｇ"
"シグニフォーＬＡＲ筋注用キット６０ｍｇ","しぐにふぉーｌａｒ筋注用きっと６０ｍｇ"
"シグマビタン配合カプセルＢ２５","しぐまびたん配合かぷせるｂ２５"
"シグマート注１２ｍｇ","しぐまーと注１２ｍｇ"
"シグマート注２ｍｇ","しぐまーと注２ｍｇ"
"シグマート注４８ｍｇ","しぐまーと注４８ｍｇ"
"シグマート錠２．５ｍｇ","しぐまーと錠２．５ｍｇ"
"シグマート錠５ｍｇ","しぐまーと錠５ｍｇ"
"シコンダイコーＭ","しこんだいこーｍ"
"シザナリン配合点滴静注液","しざなりん配合点滴静注液"
"シザナリンＮ注","しざなりんｎ注"
"シスタドロップス点眼液０．３８％","しすたどろっぷす点眼液０．３８％"
"シスプラチン点滴静注１０ｍｇ","しすぷらちん点滴静注１０ｍｇ"
"シスプラチン点滴静注２５ｍｇ","しすぷらちん点滴静注２５ｍｇ"
"シスプラチン点滴静注５０ｍｇ","しすぷらちん点滴静注５０ｍｇ"
"シタフロキサシン錠５０ｍｇ","したふろきさしん錠５０ｍｇ"
"シタラビン点滴静注液１ｇ","したらびん点滴静注液１ｇ"
"シタラビン点滴静注液４００ｍｇ","したらびん点滴静注液４００ｍｇ"
"シダキュアスギ花粉舌下錠２，０００ＪＡＵ","しだきゅあすぎ花粉舌下錠２，０００ｊａｕ"
"シダキュアスギ花粉舌下錠５，０００ＪＡＵ","しだきゅあすぎ花粉舌下錠５，０００ｊａｕ"
"シチコリン注１０００ｍｇ／４ｍＬ","しちこりん注１０００ｍｇ／４ｍｌ"
"シチコリン注１００ｍｇ／２ｍＬ","しちこりん注１００ｍｇ／２ｍｌ"
"シチコリン注２５０ｍｇ／２ｍＬ","しちこりん注２５０ｍｇ／２ｍｌ"
"シチコリン注５００ｍｇ／１０ｍＬ","しちこりん注５００ｍｇ／１０ｍｌ"
"シチコリン注５００ｍｇ／２ｍＬ","しちこりん注５００ｍｇ／２ｍｌ"
"シチコリンＨ注５００ｍｇシリンジ","しちこりんｈ注５００ｍｇしりんじ"
"シナジス筋注液１００ｍｇ","しなじす筋注液１００ｍｇ"
"シナジス筋注液５０ｍｇ","しなじす筋注液５０ｍｇ"
"シナール配合錠","しなーる配合錠"
"シナール配合顆粒","しなーる配合顆粒"
"シプロキサン注２００ｍｇ","しぷろきさん注２００ｍｇ"
"シプロキサン注４００ｍｇ","しぷろきさん注４００ｍｇ"
"シプロキサン錠１００ｍｇ","しぷろきさん錠１００ｍｇ"
"シプロキサン錠２００ｍｇ","しぷろきさん錠２００ｍｇ"
"シプロフロキサシン点滴静注液２００ｍｇ","しぷろふろきさしん点滴静注液２００ｍｇ"
"シプロフロキサシン点滴静注液３００ｍｇ","しぷろふろきさしん点滴静注液３００ｍｇ"
"シプロフロキサシン点滴静注液４００ｍｇ","しぷろふろきさしん点滴静注液４００ｍｇ"
"シプロフロキサシン点滴静注２００ｍｇ／１００ｍＬ","しぷろふろきさしん点滴静注２００ｍｇ／１００ｍｌ"
"シプロフロキサシン点滴静注４００ｍｇ／２００ｍＬ","しぷろふろきさしん点滴静注４００ｍｇ／２００ｍｌ"
"シプロフロキサシン錠１００ｍｇ","しぷろふろきさしん錠１００ｍｇ"
"シプロフロキサシン錠２００ｍｇ","しぷろふろきさしん錠２００ｍｇ"
"シプロフロキサシンＤＵ点滴静注液３００ｍｇ／２５０ｍＬ","しぷろふろきさしんｄｕ点滴静注液３００ｍｇ／２５０ｍｌ"
"シベクトロ点滴静注用２００ｍｇ","しべくとろ点滴静注用２００ｍｇ"
"シベクトロ錠２００ｍｇ","しべくとろ錠２００ｍｇ"
"シベノール錠１００ｍｇ","しべのーる錠１００ｍｇ"
"シベノール錠５０ｍｇ","しべのーる錠５０ｍｇ"
"シベノール静注７０ｍｇ","しべのーる静注７０ｍｇ"
"シベレスタットナトリウム点滴静注用１００ｍｇ","しべれすたっとなとりうむ点滴静注用１００ｍｇ"
"シベレスタットＮａ点滴静注用１００ｍｇ","しべれすたっとｎａ点滴静注用１００ｍｇ"
"シベンゾリンコハク酸塩錠１００ｍｇ","しべんぞりんこはく酸塩錠１００ｍｇ"
"シベンゾリンコハク酸塩錠５０ｍｇ","しべんぞりんこはく酸塩錠５０ｍｇ"
"シムジア皮下注２００ｍｇオートクリックス","しむじあ皮下注２００ｍｇおーとくりっくす"
"シムジア皮下注２００ｍｇシリンジ","しむじあ皮下注２００ｍｇしりんじ"
"シムツーザ配合錠","しむつーざ配合錠"
"シムビコートタービュヘイラー３０吸入","しむびこーとたーびゅへいらー３０吸入"
"シムビコートタービュヘイラー６０吸入","しむびこーとたーびゅへいらー６０吸入"
"シムレクト小児用静注用１０ｍｇ","しむれくと小児用静注用１０ｍｇ"
"シムレクト静注用２０ｍｇ","しむれくと静注用２０ｍｇ"
"シメチジン注射液２００ｍｇ","しめちじん注射液２００ｍｇ"
"シメチジン注２００ｍｇ","しめちじん注２００ｍｇ"
"シメチジン細粒２０％","しめちじん細粒２０％"
"シメチジン錠２００ｍｇ","しめちじん錠２００ｍｇ"
"シメチジン錠４００ｍｇ","しめちじん錠４００ｍｇ"
"シャクヤクダイコーＭ","しゃくやくだいこーｍ"
"シャクヤク末ダイコーＭ","しゃくやく末だいこーｍ"
"シャクヤク末鈴","しゃくやく末鈴"
"シャゼンシダイコーＭ","しゃぜんしだいこーｍ"
"シュアポスト錠０．２５ｍｇ","しゅあぽすと錠０．２５ｍｇ"
"シュアポスト錠０．５ｍｇ","しゅあぽすと錠０．５ｍｇ"
"シュクシャダイコーＭ","しゅくしゃだいこーｍ"
"シュンレンカ皮下注４６３．５ｍｇ","しゅんれんか皮下注４６３．５ｍｇ"
"シュンレンカ錠３００ｍｇ","しゅんれんか錠３００ｍｇ"
"ショウキョウダイコーＭ","しょうきょうだいこーｍ"
"ショウキョウ末ダイコーＭ","しょうきょう末だいこーｍ"
"ショウマダイコーＭ","しょうまだいこーｍ"
"シルガード９水性懸濁筋注シリンジ","しるがーど９水性懸濁筋注しりんじ"
"シルデナフィル錠２０ｍｇＲＥ","しるでなふぃる錠２０ｍｇｒｅ"
"シルデナフィル錠２５ｍｇＶＩ","しるでなふぃる錠２５ｍｇｖｉ"
"シルデナフィル錠５０ｍｇＶＩ","しるでなふぃる錠５０ｍｇｖｉ"
"シルデナフィルＯＤ錠５０ｍｇＶＩ","しるでなふぃるｏｄ錠５０ｍｇｖｉ"
"シルニジピン錠１０ｍｇ","しるにじぴん錠１０ｍｇ"
"シルニジピン錠２０ｍｇ","しるにじぴん錠２０ｍｇ"
"シルニジピン錠５ｍｇ","しるにじぴん錠５ｍｇ"
"シロスタゾール内服ゼリー１００ｍｇ","しろすたぞーる内服ぜりー１００ｍｇ"
"シロスタゾール内服ゼリー５０ｍｇ","しろすたぞーる内服ぜりー５０ｍｇ"
"シロスタゾール錠１００ｍｇ","しろすたぞーる錠１００ｍｇ"
"シロスタゾール錠５０ｍｇ","しろすたぞーる錠５０ｍｇ"
"シロスタゾールＯＤ錠１００ｍｇ","しろすたぞーるｏｄ錠１００ｍｇ"
"シロスタゾールＯＤ錠５０ｍｇ","しろすたぞーるｏｄ錠５０ｍｇ"
"シロドシン錠２ｍｇ","しろどしん錠２ｍｇ"
"シロドシン錠４ｍｇ","しろどしん錠４ｍｇ"
"シロドシンＯＤ錠２ｍｇ","しろどしんｏｄ錠２ｍｇ"
"シロドシンＯＤ錠４ｍｇ","しろどしんｏｄ錠４ｍｇ"
"シングリックス筋注用","しんぐりっくす筋注用"
"シングレアチュアブル錠５ｍｇ","しんぐれあちゅあぶる錠５ｍｇ"
"シングレア細粒４ｍｇ","しんぐれあ細粒４ｍｇ"
"シングレア錠１０ｍｇ","しんぐれあ錠１０ｍｇ"
"シングレア錠５ｍｇ","しんぐれあ錠５ｍｇ"
"シングレアＯＤ錠１０ｍｇ","しんぐれあｏｄ錠１０ｍｇ"
"シンバスタチン錠１０ｍｇ","しんばすたちん錠１０ｍｇ"
"シンバスタチン錠２０ｍｇ","しんばすたちん錠２０ｍｇ"
"シンバスタチン錠５ｍｇ","しんばすたちん錠５ｍｇ"
"シンビット静注用５０ｍｇ","しんびっと静注用５０ｍｇ"
"シンフェーズＴ２８錠","しんふぇーずｔ２８錠"
"シンポニー皮下注５０ｍｇオートインジェクター","しんぽにー皮下注５０ｍｇおーといんじぇくたー"
"シンポニー皮下注５０ｍｇシリンジ","しんぽにー皮下注５０ｍｇしりんじ"
"シンメトレル細粒１０％","しんめとれる細粒１０％"
"シンメトレル錠１００ｍｇ","しんめとれる錠１００ｍｇ"
"シンメトレル錠５０ｍｇ","しんめとれる錠５０ｍｇ"
"シンレスタール細粒５０％","しんれすたーる細粒５０％"
"シンレスタール錠２５０ｍｇ","しんれすたーる錠２５０ｍｇ"
"シーエルセントリ錠１５０ｍｇ","しーえるせんとり錠１５０ｍｇ"
"シーパラ注","しーぱら注"
"シーピー配合顆粒","しーぴー配合顆粒"
"シーブリ吸入用カプセル５０μｇ","しーぶり吸入用かぷせる５０μｇ"
"ジアイナ配合カプセル","じあいな配合かぷせる"
"ジアイナ配合静注液","じあいな配合静注液"
"ジアグノグリーン注射用２５ｍｇ","じあぐのぐりーん注射用２５ｍｇ"
"ジアスターゼ","じあすたーぜ"
"ジアスターゼ　シオエ","じあすたーぜ　しおえ"
"ジアゼパム散１％","じあぜぱむ散１％"
"ジアゼパム注射液１０ｍｇ","じあぜぱむ注射液１０ｍｇ"
"ジアゼパム注射液５ｍｇ","じあぜぱむ注射液５ｍｇ"
"ジアゼパム錠１０ｍｇ","じあぜぱむ錠１０ｍｇ"
"ジアゼパム錠２","じあぜぱむ錠２"
"ジアゼパム錠２ｍｇ","じあぜぱむ錠２ｍｇ"
"ジアゼパム錠５","じあぜぱむ錠５"
"ジアゼパム錠５ｍｇ","じあぜぱむ錠５ｍｇ"
"ジアゾキシドカプセル２５ｍｇ","じあぞきしどかぷせる２５ｍｇ"
"ジェイゾロフト錠１００ｍｇ","じぇいぞろふと錠１００ｍｇ"
"ジェイゾロフト錠２５ｍｇ","じぇいぞろふと錠２５ｍｇ"
